rio	campanha	ponto	data	iqa	iet	grupo	parametro	classe	unidade	padrao_legal	valor	lat	lon
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	66,3	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	13,9	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	5,6	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	5	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	0,5	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	1	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	5,36	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	6,91	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2020	FBS-BRH-250	01/12/2020	63	56	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,08	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	<0,40	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	<0,40	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	4,9X10^2	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	4,9X10^2	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	30	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	30	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	74,2	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	74,2	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	58	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	58	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	58	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	58	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	23,5	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	23,5	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	4,7	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	4,7	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	98,8	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	98,8	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	13,2	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	13,2	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	8,4	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	8,4	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	0,6	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	0,6	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	1	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	1	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	8,4	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	8,4	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	6,96	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	6,96	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2021	FBS-BRH-250	18/05/2021	75	46	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	1,14	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	4,9X10^2	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	32	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	94,7	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	86	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	58	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	27,1	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	3,9	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	87,3	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	14,6	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	14,2	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	7,26	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	8,01	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2021	FBS-BRH-250	05/10/2021	74	50	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	3,53	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	9,2X10^3	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	29	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	88	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	84	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	51	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	26,5	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	18,3	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	80,8	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	<2,0	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	13,3	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,06	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,52	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	0,03	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	6,97	-16,4369444	-39,6277778
BURANHEM	Campanha 1 - 2022	FBS-BRH-250	10/03/2022	61	57	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,04	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	0,75	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	1,7X10^3	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	33	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	107,8	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	74	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	63	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	27,6	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	5,1	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	82	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	17,4	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	18,7	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	36,9	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,06	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	0,5	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,8	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	6,27	-16,4369444	-39,6277778
BURANHEM	Campanha 2 - 2022	FBS-BRH-250	09/06/2022	67	49	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	0,6	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	4,9X10^2	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	33	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	89	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	81	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	52	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	30	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	4,8	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	84	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	15,7	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,3	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	7,49	-16,4369444	-39,6277778
BURANHEM	Campanha 3 - 2022	FBS-BRH-250	13/10/2022	74	48	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	<0,02	-16,4369444	-39,6277778
BURANHEM	Campanha 4 - 2022	FBS-BRH-250	25/11/2022	55	53	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	1,19	-16,4369444	-39,6277778
BURANHEM	Campanha 4 - 2022	FBS-BRH-250	25/11/2022	55	53	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	9,2X10^3	-16,4369444	-39,6277778
BURANHEM	Campanha 4 - 2022	FBS-BRH-250	25/11/2022	55	53	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	30	-16,4369444	-39,6277778
BURANHEM	Campanha 4 - 2022	FBS-BRH-250	25/11/2022	55	53	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	78,2	-16,4369444	-39,6277778
BURANHEM	Campanha 4 - 2022	FBS-BRH-250	25/11/2022	55	53	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4369444	-39,6277778
